"Transaction Date","Transaction ID","Transaction Status","Transaction Type","From","To","Plant Community Type","Sub Region","Offset Trading Group","Vegetation Formation","Scientific Name","Common Name","Number Of Credits","Price Per Credit (Ex-GST)","Philanthropic Reason For Transfer Disclosed","Retirement Reason","Other Reason for Retiring","Reference Number of Obligation","Address of Obligation","Local Government Area of Obligation","Date of Consent Approval"
"2024-09-05","00051137","Completed","Transfer","CR-37115","CR-39711","Brigalow - Belah open forest / woodland on alluvial often gilgaied clay from Pilliga Scrub to Goondiwindi, Brigalow Belt South Bioregion","Pilliga Outwash","PCT's 35, 44556, 101, 24487","Semi-arid Woodlands (Grassy sub-formation)","","","18","1723.62","No","","","","","",""
"2024-09-05","00051137","Completed","Transfer","CR-37116","CR-39712","Dirty Gum - White Cypress Pine tall woodland of alluvial sand (sand monkeys) in the Darling Riverine Plains Bioregion and Brigalow Belt South Bioregion","Pilliga Outwash","North-west Alluvial Sand Woodlands >=50% and <70%","Semi-arid Woodlands (Shrubby sub-formation)","","","585","1723.62","No","","","","","",""
"2024-09-05","00051137","Completed","Transfer","CR-37123","CR-39719","","Pilliga Outwash","","","Lepidium aschersonii","Spiny Peppercress","132","1723.62","No","","","","","",""
"2024-09-05","00051137","Completed","Transfer","CR-37122","CR-39718","","Pilliga Outwash","","","Hoplocephalus bitorquatus","Pale-headed Snake","107","1723.62","No","","","","","",""
"2024-09-05","00051137","Completed","Transfer","CR-37121","CR-39717","Pilliga tank gilgai wetland sedgeland rushland, Brigalow Belt South Bioregion","Pilliga Outwash","Pilliga Outwash Ephemeral Wetlands in the Brigalow Belt South Bioregion","Freshwater Wetlands","","","4","1723.62","No","","","","","",""
"2024-09-05","00051137","Completed","Transfer","CR-37120","CR-39716","Red gum - Rough-barked Apple +/- tea tree sandy creek woodland (wetland) in the Pilliga - Goonoo sandstone forests, Brigalow Belt South Bioregion","Pilliga Outwash","Western Slopes Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","1","1723.62","No","","","","","",""
"2024-09-05","00051137","Completed","Transfer","CR-37119","CR-39715","Red gum - Rough-barked Apple +/- tea tree sandy creek woodland (wetland) in the Pilliga - Goonoo sandstone forests, Brigalow Belt South Bioregion","Pilliga Outwash","Western Slopes Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","17","1723.62","No","","","","","",""
"2024-09-05","00051137","Completed","Transfer","CR-37118","CR-39714","Poplar Box - White Cypress Pine shrub grass tall woodland of the Pilliga - Warialda region, Brigalow Belt South Bioregion","Pilliga Outwash","Pilliga Outwash Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","345","1723.62","No","","","","","",""
"2024-09-05","00051137","Completed","Transfer","CR-37117","CR-39713","Poplar Box - White Cypress Pine shrub grass tall woodland of the Pilliga - Warialda region, Brigalow Belt South Bioregion","Pilliga Outwash","Pilliga Outwash Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","452","1723.62","No","","","","","",""
"2024-09-05","00051136","Completed","Transfer","CR-31333","CR-39725","","Pilliga Outwash","","","Lepidium aschersonii","Spiny Peppercress","725","1993.02","No","","","","","",""
"2024-09-05","00051136","Completed","Transfer","CR-31331","CR-39723","Poplar Box - White Cypress Pine shrub grass tall woodland of the Pilliga - Warialda region, Brigalow Belt South Bioregion","Pilliga Outwash","Pilliga Outwash Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","11","1993.02","No","","","","","",""
"2024-09-05","00051136","Completed","Transfer","CR-31332","CR-39724","","Pilliga Outwash","","","Hoplocephalus bitorquatus","Pale-headed Snake","21","1993.02","No","","","","","",""
"2024-09-05","00051136","Completed","Transfer","CR-31328","CR-39720","Brigalow - Belah open forest / woodland on alluvial often gilgaied clay from Pilliga Scrub to Goondiwindi, Brigalow Belt South Bioregion","Pilliga Outwash","PCT's 35, 44556, 101, 24487","Semi-arid Woodlands (Grassy sub-formation)","","","58","1993.02","No","","","","","",""
"2024-09-05","00051136","Completed","Transfer","CR-31329","CR-39721","Brigalow - Belah open forest / woodland on alluvial often gilgaied clay from Pilliga Scrub to Goondiwindi, Brigalow Belt South Bioregion","Pilliga Outwash","PCT's 35, 44556, 101, 24487","Semi-arid Woodlands (Grassy sub-formation)","","","667","1993.02","No","","","","","",""
"2024-09-05","00051136","Completed","Transfer","CR-31330","CR-39722","River Red Gum riparian tall woodland / open forest wetland in the Nandewar Bioregion and Brigalow Belt South Bioregion","Pilliga Outwash","Inland Riverine Forests >=50% and <70%","Forested Wetlands","","","6","1993.02","No","","","","","",""
"2024-09-05","00051075","Completed","Transfer","CR-6777","CR-39729","Turpentine moist open forest of the coastal hills and ranges of the NSW North Coast Bioregion","Karuah Manning","North Coast Wet Sclerophyll Forests >=50% and <70%","Wet Sclerophyll Forests (Shrubby sub-formation)","","","14","4000","No","","","","","",""
"2024-09-05","00051075","Completed","Transfer","CR-6785","CR-39730","","Karuah Manning","","","Phascolarctos cinereus","Koala","17","450","No","","","","","",""
"2024-09-06","00051093","Completed","Transfer","CR-7368","CR-39762","Grey Gum - Rough-barked Apple alluvial flat woodland in the upper Hunter Valley, mainly Sydney Basin Bioregion","Wollemi","Sydney Hinterland Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","5","7000","No","","","","","",""
"2024-09-06","00051093","Completed","Transfer","CR-7370","CR-39763","Sydney Blue Gum - Deane's Gum - River Peppermint shrubby riparian tall forest of the lower Colo River, Sydney Basin Bioregion","Wollemi","North Coast Wet Sclerophyll Forests >=70% and <90%","Wet Sclerophyll Forests (Shrubby sub-formation)","","","6","7500","No","","","","","",""
"2024-09-06","00051093","Completed","Transfer","CR-7367","CR-39761","Sydney sandstone hinterland dry sclerophyll forests of the Sydney Basin Bioregion","Wollemi","Sydney Hinterland Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","4","6500","No","","","","","",""
"2024-09-06","00050965","Completed","Transfer","CR-31406","CR-39764","","Liverpool Plains","","","Chalinolobus dwyeri","Large-eared Pied Bat","79","950","No","","","","","",""
"2024-09-11","00050859","Completed","Retire","CR-39021","CR-39981","Cumberland shale hills woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","2","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","DA/2023/964/2","11-15 & 14-16 Silky Oak Place, Thirlmere NSW 2572","Wollondilly Shire Council","2024-05-10"
"2024-09-11","00051300","Completed","Transfer","CR-36773","CR-39988","Black Cypress Pine - Narrow-leaved Ironbark - red gum +/- White Bloodwood shrubby open forest on hills of the southern Pilliga, Coonabarabran and Garawilla regions, Brigalow Belt South Bioregion","Pilliga","Western Slopes Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","1000","2000","No","","","","","",""
"2024-09-11","00051300","Completed","Transfer","CR-36774","CR-39989","Rough-barked Apple - Red Stringybark - Black Cypress Pine - red gum sand valley woodland of the Garawilla region, Brigalow Belt South Bioregion","Pilliga","Western Slopes Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","19","2050","No","","","","","",""
"2024-09-11","00051250","Completed","Transfer","CR-35260","CR-39990","","Liverpool Plains","","","Petaurus norfolcensis","Squirrel Glider","67","489","No","","","","","",""
"2024-09-11","00050990","Completed","Retire","CR-39017","CR-39991","Brittle Gum - Broad-leaved Peppermint - Red Stringybark open forest in the north-western part (Yass to Orange) of the South Eastern Highlands Bioregion","Murrumbateman","Southern Tableland Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","462","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSD-6693-MOD2","4094 Dalton Road, Rye Park NSW 2586","Hilltops, Yass Valley and Upper Lachlan  Shire","2022-09-23"
"2024-09-11","00050990","Completed","Retire","CR-39018","CR-39992","Brittle Gum - Broad-leaved Peppermint - Red Stringybark open forest in the north-western part (Yass to Orange) of the South Eastern Highlands Bioregion","Murrumbateman","Southern Tableland Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","34","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSD-6693-MOD2","4094 Dalton Road, Rye Park NSW 2586","Hilltops, Yass Valley and Upper Lachlan  Shire","2022-09-23"
"2024-09-12","00051317","Completed","Transfer","CR-36471","CR-40035","Inland Scribbly Gum - Red Stringybark open forest on hills composed of silicous substrates in the mid-Murrumbidgee and upper Lachlan catchments mainly in the western South Eastern Highlands Bioregion","Murrumbateman","Southern Tableland Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","28","3000","No","","","","","",""
"2024-09-12","00051317","Completed","Transfer","CR-36472","CR-40036","Inland Scribbly Gum - Red Stringybark open forest on hills composed of silicous substrates in the mid-Murrumbidgee and upper Lachlan catchments mainly in the western South Eastern Highlands Bioregion","Murrumbateman","Southern Tableland Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","8","3000","No","","","","","",""
"2024-09-12","00051346","Completed","Transfer","CR-37430","CR-40040","","Monaro","","","Aprasia parapulchella","Pink-tailed Legless Lizard","3","950","No","","","","","",""
"2024-09-12","00051172","Completed","Transfer","CR-25593","CR-40041","Broad-leaved Peppermint - Ribbon Gum grassy open forest in the north east of the South Eastern Highlands Bioregion","Crookwell","Southern Tableland Grassy Woodlands >=50% and <70%","Grassy Woodlands","","","34","6025.5","No","","","","","",""
"2024-09-18","00051396","Completed","Transfer","CR-32046","CR-40317","Inland Scribbly Gum - Red Stringybark open forest on hills composed of silicous substrates in the mid-Murrumbidgee and upper Lachlan catchments mainly in the western South Eastern Highlands Bioregion","Murrumbateman","Southern Tableland Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","5","3000","No","","","","","",""
"2024-09-18","00051444","Completed","Transfer","CR-36749","CR-40318","Poplar Box - Gum Coolabah - White Cypress Pine shrubby woodland mainly in the Cobar Peneplain Bioregion","Canbelego Downs","Western Peneplain Woodlands >=50% and <70%","Semi-arid Woodlands (Shrubby sub-formation)","","","94","2000","No","","","","","",""
"2024-09-18","00051445","Completed","Transfer","CR-36749","CR-40319","Poplar Box - Gum Coolabah - White Cypress Pine shrubby woodland mainly in the Cobar Peneplain Bioregion","Canbelego Downs","Western Peneplain Woodlands >=50% and <70%","Semi-arid Woodlands (Shrubby sub-formation)","","","11","1800","No","","","","","",""
"2024-09-18","00051448","Completed","Transfer","CR-36749","CR-40320","Poplar Box - Gum Coolabah - White Cypress Pine shrubby woodland mainly in the Cobar Peneplain Bioregion","Canbelego Downs","Western Peneplain Woodlands >=50% and <70%","Semi-arid Woodlands (Shrubby sub-formation)","","","99","1700","No","","","","","",""
"2024-09-18","00050642","Completed","Transfer","CR-6419","CR-40321","Sydney sandstone hinterland dry sclerophyll forests of the Sydney Basin Bioregion","Yengo","Sydney Hinterland Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","46","6800","No","","","","","",""
"2024-09-18","00051363","Completed","Transfer","CR-34554","CR-40323","Tussock grass - sedgeland fen - rushland - reedland wetland in impeded creeks in valleys in the upper slopes sub-region of the NSW South Western Slopes Bioregion","Inland Slopes","Inland Floodplain Swamps >=70% and <90%","Freshwater Wetlands","","","40","1409.98","No","","","","","",""
"2024-09-18","00051363","Completed","Transfer","CR-34559","CR-40328","","Inland Slopes","","","Petaurus norfolcensis","Squirrel Glider","58","1409.98","No","","","","","",""
"2024-09-18","00051363","Completed","Transfer","CR-34555","CR-40324","Inland Scribbly Gum - Red Stringybark open forest on hills composed of silicous substrates in the mid-Murrumbidgee and upper Lachlan catchments mainly in the western South Eastern Highlands Bioregion","Inland Slopes","Southern Tableland Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","112","1409.98","No","","","","","",""
"2024-09-18","00051363","Completed","Transfer","CR-34553","CR-40322","Riparian Blakely's Red Gum - box - shrub - sedge - grass tall open forest of the central NSW South Western Slopes Bioregion","Inland Slopes","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highla","Grassy Woodlands","","","15","1409.98","No","","","","","",""
"2024-09-18","00051363","Completed","Transfer","CR-34558","CR-40327","Mugga Ironbark - Red Stringybark - Long-leaved Box dry grass forest of the NSW South Western Slopes Bioregion","Inland Slopes","Southern Tableland Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","32","1409.98","No","","","","","",""
"2024-09-18","00051363","Completed","Transfer","CR-34557","CR-40326","Brittle Gum - Broad-leaved Peppermint - Red Stringybark open forest in the north-western part (Yass to Orange) of the South Eastern Highlands Bioregion","Inland Slopes","Southern Tableland Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","879","1409.98","No","","","","","",""
